Title,Published_date,Views,Likes,Dislikes,Comments
குழந்தைகள் விளையாடும் CLAY.. 🧸🧸,2025-02-21T14:01:18Z,735064.0,41337.0,0.0,216.0
Amazon காடுகளில் வாங்கிய அரிய வகை Spray.. 😂,2025-02-20T12:30:10Z,1419116.0,80010.0,0.0,384.0
கருப்பு உப்பு?? 😬,2025-02-20T09:02:54Z,543374.0,33436.0,0.0,187.0
கண் மிட்டாய்...👁️👁️,2025-02-18T13:27:43Z,327267.0,18489.0,0.0,112.0
Paid Promotion பஞ்சாயத்து!! 🙃🙃,2025-01-31T12:52:59Z,426898.0,22676.0,0.0,1467.0
நா எத use பண்றேன்? 🤔,2025-01-30T12:30:14Z,238113.0,10575.0,0.0,81.0
"நா எந்த Mattress use பண்றேன்? Latex vs Ortho vs Expert grid, Which is best?",2025-01-28T12:30:36Z,270033.0,5649.0,0.0,404.0
துரு பிடிச்ச உப்பு... Pink salt 🙂🙂,2025-01-27T14:14:58Z,887011.0,53681.0,0.0,196.0
Konjam Overa poitten..😂,2025-01-26T16:52:10Z,1015589.0,67498.0,0.0,1971.0
WARNING! Stop using these.. மனிதனை கொல்லும் கொசுக் கொல்லி...,2025-01-25T13:06:48Z,457721.0,14386.0,0.0,1151.0
Ippadi oru producta?? Kaadugalin Surprise..😲😲,2025-01-16T12:29:29Z,973159.0,67083.0,0.0,368.0
Ortho mattress review..,2025-01-15T14:05:10Z,122745.0,5481.0,0.0,47.0
Wakefit Ortho Mattress – Best Orthopedic Mattress for Back & Neck Pain | 2025 Buyer’s Guide,2025-01-15T12:30:09Z,106325.0,2670.0,0.0,274.0
மொட்ட கடுதாசி From காடுகள்.. 😒😒,2025-01-11T13:31:48Z,1288606.0,95597.0,0.0,581.0
உப்பு உருட்டுகள்..!! SEA SALT vs ROCK SALT. எந்த உப்பு உடலுக்கு சிறந்தது?,2025-01-10T12:30:07Z,527255.0,15841.0,0.0,911.0
தக்காளி KETCHUP ரகசியம்.. 😧😱,2025-01-08T14:10:17Z,2189125.0,110602.0,0.0,393.0
Protien powder-க்கு பதிலாக அரிசி மாவு Delivery..😂😂,2025-01-05T13:15:54Z,478162.0,26578.0,0.0,161.0
BUDGET விலையில் சரியான Monitor தேர்ந்தெடுப்பது எப்படி?,2025-01-02T12:30:00Z,192730.0,6161.0,0.0,386.0
titbits எனும் ....தை பொருள்!! 😂😂,2025-01-01T12:30:34Z,967064.0,64405.0,0.0,356.0
Wakefit LATEX MATTRESS Review..,2024-12-27T13:54:24Z,467036.0,20894.0,0.0,202.0
Affordable Latex Mattress Under 15000 for 2025 | Best Budget-Friendly Mattress for Sleep,2024-12-26T12:31:00Z,289063.0,6534.0,0.0,517.0
எறும்பு கம்பெனியின் Mechanical Keyboard..😂,2024-12-18T13:23:28Z,969721.0,72706.0,0.0,504.0
3000 ரூபாய்க்கு முரட்டு TABLE..,2024-12-17T12:50:41Z,931013.0,53461.0,0.0,372.0
k-OREO வில் பூச்சியா? 🤮🤮,2024-12-10T12:52:37Z,1049378.0,58983.0,0.0,302.0
Truth about Aluminium foil papers.. அலுமினியம் கவர்ல பார்சல் வாங்கலாமா?,2024-12-08T12:30:06Z,214137.0,9114.0,0.0,470.0
வேணாம் Phillips eee....😭😭,2024-12-07T11:02:59Z,1740005.0,94896.0,0.0,703.0
k-OREO வின் கருப்பு நிற ரகசியம்??🤔🤔 என்னாவாயிருக்கும்??,2024-12-06T12:47:36Z,1048407.0,62385.0,0.0,390.0
WoMENTOS-ல என்ன இருக்கு? 😒😒,2024-12-04T13:19:07Z,301589.0,18801.0,0.0,187.0
"தேன் நெல்லில, தேன் இருக்கா?",2024-12-02T12:33:23Z,405929.0,28119.0,0.0,253.0
ஒரே TAB-ல எல்லா வேலையும்...,2024-12-01T13:02:57Z,668851.0,49191.0,0.0,273.0
பெற்றோர்கள் கவனத்திற்கு!! குழந்தைகளை கொல்லும் Local கடை மிட்டாய்கள்..😲😲,2024-11-29T12:30:44Z,604373.0,21338.0,0.0,1048.0
Taste of Diet கூலா😧,2024-11-25T12:31:03Z,595502.0,43273.0,0.0,269.0
Chest press❌Just miss✅,2024-11-24T14:38:16Z,956244.0,81470.0,0.0,945.0
Diet கூலா..😂😂,2024-11-23T12:22:26Z,1918541.0,123960.0,0.0,388.0
எல்லாத்துக்கும் காத்து அடிக்கலாம்..😂😂,2024-11-22T12:52:37Z,1614135.0,78799.0,0.0,331.0
Pradeep sawant police officer 😂😂,2024-11-19T12:41:16Z,1031615.0,76252.0,0.0,562.0
தலை ஆட்டும் CAMERA..😍😍 DJI OSMO POCKET 3 Review..,2024-11-17T13:13:51Z,158420.0,4986.0,0.0,254.0
HAIR REMOVAL SPRAY 🤔🤔,2024-11-15T14:15:46Z,928110.0,49770.0,0.0,264.0
"நான் use பண்ற டிவி, எப்படி இருக்கு? 🤔",2024-11-13T12:55:13Z,1273064.0,59942.0,0.0,496.0
"என் வீடியோவில் ரம்மி விளம்பரம்😭😭,,",2024-11-11T13:23:26Z,926098.0,100634.0,0.0,1405.0
"FEDEX, DTDC Courier SCAM..  SKETCH போட்ட தெற்கு SCAMMERS...",2024-11-09T11:30:01Z,1433074.0,46825.0,0.0,4037.0
பிளாஸ்டிக் வடிகட்டி 😱😱..,2024-11-08T10:47:08Z,2359545.0,91379.0,0.0,773.0
Maida❌ Special Parotta Maida✅,2024-11-06T12:31:35Z,1954857.0,111090.0,0.0,517.0
FANTA OMLETTE 😂😂 என்ன கொடுமை சார் இது..,2024-10-30T14:06:40Z,486915.0,35685.0,0.0,268.0
One TAB for all the tasks... Xiaomi pad 6 review..,2024-10-28T12:30:24Z,300929.0,7257.0,0.0,704.0
குச்சி ஐஸ் பிடிக்குமா..??😍😍,2024-10-25T12:54:33Z,642497.0,48925.0,0.0,393.0
Special Suitcase (பொட்டி தான்)...,2024-10-23T12:30:50Z,999333.0,59682.0,0.0,260.0
Water bottle விலை 30 ரூபாய்...😱😱,2024-10-19T12:30:56Z,2682145.0,164580.0,0.0,1751.0
புது technology packing from காடுகள்...😉,2024-10-17T12:30:00Z,2056191.0,123609.0,0.0,260.0
காடுகளின் திருவிழா...!! Best budget TWS (Earpodes) review..,2024-10-16T13:00:08Z,515377.0,15700.0,0.0,991.0
Offer அக்காவின் சேட்டைகள்..🫣,2024-10-14T14:41:20Z,851193.0,49598.0,0.0,642.0
கிருக்கு புடிச்ச mouse...😂😂,2024-10-11T12:28:23Z,400778.0,28540.0,0.0,171.0
Kakka koola-வின் கதைகள்...,2024-10-08T15:42:25Z,709894.0,52250.0,0.0,556.0
மைதா மாவு vs கோதுமை மாவு.. எது சிறந்தது??,2024-09-29T13:00:57Z,465346.0,16774.0,0.0,671.0
பலுப்பி ORANGE...😂😂😂,2024-09-26T12:30:32Z,7433079.0,346386.0,0.0,2321.0
வித்தியாசமான delivery...💰💰,2024-09-25T12:30:50Z,1956604.0,119476.0,0.0,643.0
தங்கம் வாங்கும் போது கவனம் தேவை..!! தங்கத்தில் முதலீடு செய்வது எப்படி?,2024-09-20T12:30:16Z,674037.0,20788.0,0.0,1410.0
"இலந்தை பழ மிட்டாய், நல்லதா? கெட்டதா?",2024-09-13T13:42:38Z,905345.0,66889.0,0.0,701.0
Gupsi -யின் வாழ்க்கை வரலாறு..,2024-09-12T12:33:36Z,598677.0,42930.0,0.0,487.0
tic tac எனும் சத்து உருண்டை...😁,2024-09-09T12:30:02Z,691887.0,52867.0,0.0,259.0
ரேஷன் கடை பாமாயில் சாப்பிடலாமா? பாமாயிலால் ஏற்படும் ஆபத்து?,2024-09-08T12:30:43Z,1002856.0,27978.0,0.0,1073.0
கொடுக்கு TEA ☕☕.. யாருக்கு வேணும்??,2024-09-06T12:30:45Z,605482.0,48946.0,0.0,286.0
Remote control Pedastal fan😊😊,2024-09-03T12:30:45Z,637872.0,31088.0,0.0,233.0
Creatine? Or Paracetamol?,2024-08-31T12:30:30Z,1107161.0,83893.0,0.0,595.0
வெறும் 99 ரூபாயில் iphone வேணுமா? Ft. திருப்புகூடைகள்,2024-08-29T12:36:15Z,3040182.0,161899.0,0.0,605.0
Best bike Mobile holder....,2024-08-27T12:30:31Z,1172009.0,65004.0,0.0,389.0
கோலிசோடா எனும் தாய்நாட்டு பானம்....😂😂,2024-08-25T12:30:12Z,391693.0,15928.0,0.0,658.0
சூரியனுக்கே tough கொடுக்கும் light!! 😂,2024-08-20T12:30:42Z,676187.0,39069.0,0.0,178.0
"GO PRO vs DJI ACTION 4, பாடா படுத்திய Action Camera...",2024-08-17T12:30:01Z,227318.0,7458.0,0.0,417.0
"முழுசாவும் போட்டுகலாம், பாதியாவும் போட்டுகலாம்..",2024-08-16T13:19:24Z,1856763.0,109150.0,0.0,367.0
மொய் பணம் REFUNDED..,2024-08-14T13:28:17Z,742787.0,60610.0,0.0,383.0
காடுகள் VS கூடைகள்..🙈,2024-08-12T12:30:48Z,2127415.0,133517.0,0.0,1197.0
JIO AIR FIBER SCAM?? ft.@advocatevigneshmuthukumar,2024-08-07T13:03:34Z,621917.0,32967.0,0.0,3339.0
சோதனை மேல் சோதனை!! 😒😒,2024-08-06T15:19:09Z,244205.0,20219.0,0.0,666.0
கொடுக்கு இல்லாத தேனீக்களின் தேன்..😱,2024-08-06T12:30:29Z,351280.0,22677.0,0.0,248.0
விரட்டி அடிக்கும் ODOMOS roll on...,2024-07-31T12:32:06Z,983400.0,71907.0,0.0,400.0
The DANGER of Plastic Water Bottles....,2024-07-24T12:30:22Z,848515.0,26940.0,0.0,1374.0
Vertical Iron Box 😁😁.. சோம்பேறிகளின் tool..,2024-07-23T12:40:28Z,7282645.0,279256.0,0.0,1185.0
My favourite Watch😍😍..,2024-07-21T12:30:12Z,2729099.0,148452.0,0.0,984.0
நூதனமாக மொய் வாங்கும் அம்பானி 😏😏..,2024-07-18T12:30:09Z,2181096.0,140304.0,0.0,1330.0
வர்ற எல்லா பொருளிலும் பிரச்சனை...,2024-07-10T12:30:43Z,651640.0,47759.0,0.0,367.0
கிழிஞ்சதை ஒட்ட Amazing கண்டுபிடிப்பு...,2024-07-08T13:36:22Z,1958656.0,96162.0,0.0,1185.0
ORIGINAL தேன் கண்டுபிடிப்பது எப்படி?,2024-07-07T12:30:12Z,944782.0,25580.0,0.0,1444.0
"ஒரு பேச்சுக்கு தான் காடுண்ணு சொன்னேன்,.. ஆனா....🐍🐍",2024-07-02T12:32:52Z,1174931.0,75951.0,0.0,429.0
2 mins பரோட்டா..,2024-07-01T12:30:17Z,2818716.0,146851.0,0.0,886.0
"இது ஜூஸ் இல்ல, சீனி தண்ணி..",2024-06-30T12:30:31Z,543139.0,37331.0,0.0,229.0
TUPPERWARE PLASTIC நிஜமாவே சிறந்ததா?,2024-06-27T12:30:09Z,113089.0,4535.0,0.0,191.0
"Chupa chups, வானவில் வகையறா..",2024-06-24T13:08:34Z,2303260.0,143582.0,0.0,539.0
WIFI பஞ்சாயத்து..😭😭,2024-06-22T13:58:34Z,1925271.0,103892.0,0.0,721.0
Special portable பீரோ LIGHT..,2024-06-18T13:25:13Z,1081579.0,49859.0,0.0,182.0
PLASTIC LUNCH BOX-ன் உண்மை முகம்.. ☠️☠️பெற்றோர்களின் கவனத்திற்கு..,2024-06-11T12:30:29Z,345336.0,16117.0,0.0,674.0
BUDGET விலையில் TV சரியாக வாங்குவது எப்படி?,2024-06-08T13:30:14Z,742269.0,15264.0,0.0,1313.0
இனி நட்டு போல்டு போட தேவையில்ல..Latest technology 😀,2024-06-06T12:30:26Z,655369.0,32820.0,0.0,126.0
என்னது Cocaine கடத்துனேனா..!! 😭😭,2024-06-04T12:30:01Z,1115093.0,91043.0,0.0,1324.0
சோலி முடிஞ்ச Chair...! 😂😂,2024-06-02T12:30:17Z,360952.0,19394.0,0.0,150.0
மினி AC வாங்குறது Worth-ஆ? Instagram MINI COOLER Review..,2024-05-28T12:30:25Z,442762.0,11517.0,0.0,308.0
காலை வாரிய காடுகளின் SPEAKER..!! 😒😒,2024-05-25T12:30:30Z,789942.0,51174.0,0.0,584.0
FAKE ELECTRONIC PRODUCTS ON INSTAGRAM..! ☠️☠️,2024-05-23T12:30:27Z,422984.0,16685.0,0.0,693.0
Expiry ஆன dry fruits.. ⚠️எச்சரிக்கை ⚠️,2024-05-20T12:30:12Z,1993101.0,88230.0,0.0,258.0
Amazon காடுகளிடம் விற்பது எப்படி??,2024-05-18T12:30:12Z,452975.0,28828.0,0.0,156.0
portable hard disk for Rs.650/-,2024-05-17T12:30:18Z,3583207.0,161309.0,0.0,904.0
Instagram-ல் வாங்கிய உருட்டு PROJECTOR.. Rs.1700-ல் Theatre setup 😂😂,2024-05-16T12:48:15Z,512673.0,16041.0,0.0,444.0
எந்த brand AC வாங்கலாம்??,2024-05-14T12:35:35Z,1229089.0,48094.0,0.0,737.0
வைர மோதிரம் வச்சி செஞ்சிட்டான்...!,2024-05-12T12:30:26Z,1677470.0,94371.0,0.0,570.0
காடுகளின் Speaker..! 🤒🤒,2024-05-11T12:30:33Z,2895658.0,141905.0,0.0,700.0
Portable துடப்பம் 😂😂,2024-05-09T13:11:29Z,420446.0,26871.0,0.0,176.0
BIKE SERVICE SCAM...??😱😱,2024-05-02T12:56:45Z,307923.0,13457.0,0.0,1320.0
காடுகளின் தகர டப்பா பீரோ....!,2024-04-26T12:30:14Z,4880767.0,217508.0,0.0,2047.0
Oru அளவு தா bro..😭😭 AC technician அண்ணனின் சேட்டைகள்!! 😭😭,2024-04-24T13:10:11Z,457910.0,19602.0,0.0,1650.0
மொத்தமா புடுங்கிருச்சு 😢😢..,2024-04-20T12:30:18Z,1986456.0,87668.0,0.0,608.0
How to choose Best Facewash??,2024-04-19T12:30:09Z,344913.0,12956.0,0.0,510.0
நம்ம கேமராவுக்கு புது லென்ஸ்..😍,2024-04-15T12:53:28Z,276927.0,15572.0,0.0,81.0
Smart watch vs BP Machine,2024-04-14T12:30:12Z,916558.0,42598.0,0.0,211.0
காடுகளின் கிறுக்கு தனமான product..😂😂,2024-04-12T12:30:14Z,3426390.0,182419.0,0.0,972.0
AIR COOLER வாங்குறது WORTH-ஆ?,2024-04-06T12:30:00Z,1042685.0,25792.0,0.0,1182.0
மொத்தமா உருவிருச்சு.. 🤦🏻,2024-04-01T12:30:27Z,1562878.0,94259.0,0.0,555.0
Studio light 15 ஆயிரமா? 😱😱,2024-03-26T12:34:08Z,1702753.0,115276.0,0.0,595.0
Cheapest AC review.. MARQQQ மாமா 😂😂..,2024-03-24T12:32:41Z,384393.0,11550.0,0.0,824.0
காகித கப்பல் கவுத்துட்டான்.. 😐,2024-03-20T12:30:45Z,4090076.0,224907.0,0.0,934.0
SWEET CORN la சூனியம்..🌽🌽💀💀,2024-03-18T12:30:15Z,1320549.0,78073.0,0.0,606.0
"I don't use Smart Watch, because..",2024-03-14T12:30:03Z,1160408.0,75281.0,0.0,461.0
ரயிலில் இப்படி தான் டீ போடுறாங்களா!! 😱,2024-03-10T13:28:22Z,822616.0,39249.0,0.0,112.0
"Shampoo டப்பா vs Shampoo பாக்கெட், எத வாங்குறது?",2024-03-09T12:30:05Z,258424.0,9538.0,0.0,328.0
எந்த UPS வாங்குறது??,2024-03-06T12:30:10Z,1264082.0,55955.0,0.0,487.0
Dummy Juicer 😂🤣,2024-03-04T12:30:07Z,1809833.0,103028.0,0.0,1111.0
"நா கேட்டது 20,000 mAh, நீ கொடுத்தது 12,000 mAh? ஒரு நியாயம் வேணாமா?",2024-02-29T12:30:21Z,333206.0,17411.0,0.0,685.0
நம்ம ரத்ததுல நமக்கே Treatmenta??,2024-02-26T12:37:20Z,318762.0,20325.0,0.0,181.0
"Wipro, What bro? LED Batten உருட்டு வேலைகள்!!",2024-02-22T12:30:01Z,160630.0,5760.0,0.0,222.0
Why color fishes Die so quickly??,2024-02-17T12:30:32Z,295052.0,12581.0,0.0,534.0
"இது பொண்ணா, இல்ல robot ஆ?",2024-02-10T12:31:40Z,239026.0,15349.0,0.0,93.0
இனி BACK CASE இப்படி வாங்குங்க!! #buyingfacts #buyingfactstamil #reels #shorts,2024-02-05T12:50:08Z,2435055.0,114417.0,0.0,755.0
Why Cotton not allowed in Swimming pool.. 🏊🏻#buyingfacts #buyingfactstamil #reels #shorts,2024-02-01T12:30:04Z,719164.0,45225.0,0.0,145.0
SHAMPOO-வின் உண்மை முகம்!!,2024-01-31T13:03:38Z,698294.0,23140.0,0.0,669.0
செங்குத்தாக வந்த சோதனை!😂😂#buyingfacts #buyingfactstamil #reels #shorts,2024-01-30T12:30:31Z,370879.0,31935.0,0.0,317.0
கருப்பு table வெள்ளையாக மாத்துவது எப்படி?#buyingfacts #buyingfactstamil #reels #shorts,2024-01-28T12:30:01Z,960008.0,57934.0,0.0,197.0
எது சிறந்த Mobile Phone? நான் என்ன Phone Use பண்றேன்?,2024-01-25T12:30:31Z,304769.0,13384.0,0.0,1006.0
"OFFER அறுபது, ஆனால் பயன்பெறாது.. #buyingfacts #buyingfactstamil #reels #shorts",2024-01-20T12:30:29Z,2432459.0,147122.0,0.0,886.0
காடுகளின் Prime உருட்டு.. #buyingfacts #buyingfactstamil #reels #shorts,2024-01-15T12:30:10Z,718976.0,55906.0,0.0,662.0
airtel புது வித உருட்டு!! 🤬#buyingfacts #buyingfactstamil #reels #shorts,2024-01-10T12:30:09Z,1557079.0,85721.0,0.0,1419.0
இனம் என பிரிந்தது போதும் 😂😂😂 #buyingfacts #buyingfactstamil #reels #shorts,2024-01-08T12:30:26Z,1455628.0,102872.0,0.0,1012.0
Cheese Maggie வாங்கிய கதை!! #buyingfacts #buyingfactstamil #reels #shorts,2024-01-05T12:30:20Z,658460.0,58171.0,0.0,277.0
Wireless Microphone உருட்டுகள்!! என்னை பாடா படுத்திய Mic..,2024-01-04T12:30:05Z,235334.0,6985.0,0.0,243.0
என்ன திருந்திட்டானுங்க!! #buyingfacts #buyingfactstamil #reels #shorts,2024-01-02T12:30:04Z,1615551.0,132614.0,0.0,364.0
எனக்கு நடந்த பயங்கர சம்பவம்!! Don't miss the end!! #buyingfacts #buyingfactstamil #reels #shorts,2023-12-31T12:58:25Z,471995.0,31081.0,0.0,306.0
இந்த Gappuதா வைக்க போற ஆப்பா? #buyingfacts #buyingfactstamil #reels #shorts,2023-12-29T12:30:33Z,642728.0,49677.0,0.0,601.0
இது நல்ல snacks ah? #buyingfacts #buyingfactstamil #reels #shorts,2023-12-26T12:30:27Z,1013093.0,73552.0,0.0,694.0
ரேஷன் கடையில் பிளாஸ்டிக் அரிசியா?? உண்மை என்ன??,2023-12-25T12:30:05Z,754148.0,16961.0,0.0,1185.0
காக்கா கூலா கம்பெனியின் செயல்!! #buyingfacts #buyingfactstamil #reels #shorts,2023-12-23T12:30:10Z,1668339.0,128812.0,0.0,700.0
"நா delivery யே பண்ண மாட்டேன்,😂😂..  #buyingfacts #buyingfactstamil #reels #shorts",2023-12-19T13:01:16Z,1782994.0,112420.0,0.0,1864.0
"100% Cotton என ஏமாத்தும், CORPORATES...",2023-12-16T12:30:32Z,193161.0,9686.0,0.0,458.0
Amazon காடுகளின் சேட்டைகள்!! #buyingfacts #buyingfactstamil #reels #shorts,2023-12-15T12:30:15Z,3373652.0,203302.0,0.0,1289.0
"ஒருத்தன ஏமாத்த, அவன் ஆசைய தூண்டனும்!! #buyingfacts #buyingfactstamil #reels #shorts",2023-12-12T12:30:01Z,2840232.0,178886.0,0.0,692.0
Wipro RGB bulb-ன் உருட்டு வேலைகள்!! என்னடா இப்படி ஏமாத்துறீங்க!!,2023-11-29T12:35:34Z,170703.0,9152.0,0.0,444.0
வீட்ல கண்டிப்பா இருக்க வேண்டிய TOOL!! #buyingfacts #buyingfactstamil #reels #shorts,2023-11-23T12:32:56Z,4039490.0,179291.0,0.0,857.0
அடேங்கப்பா!! 5 ரூபாய்க்கு பாக்கெட் பிரியாணியா?,2023-11-22T12:30:17Z,488004.0,20594.0,0.0,536.0
என்னடா quality இது?? #buyingfacts #buyingfactstamil #reels #shorts,2023-11-20T12:30:25Z,421033.0,28230.0,0.0,222.0
"புது துணி, துவைக்கணுமா?#buyingfacts #buyingfactstamil #reels #shorts",2023-11-17T12:30:02Z,589533.0,39376.0,0.0,180.0
"கடைல வாங்குனா 260/-, Tomato app-ல வாங்குனா 363/-.. இதெல்லாம் நியாயமா?",2023-11-15T12:30:08Z,477610.0,16551.0,0.0,1052.0
